"id","screen_name","text","polite","sentiment","communication","retweet_count","followers_count","favourites_count","created_at"
469413145912827904,"cymroynewrop","@saramedijones @JillEvansMEP @marcvjones @Ioanbellin Diolch Sara!",NA,NA,NA,0,782,2149,"Thu May 22 09:43:09 +0000 2014"
469413258827665408,"OfficeGreenJean","Meeting voters (2): @GreenJeanMEP outside a polling station in Walthamstow this morning http://t.co/bSsQGkTJef","polite","neutral","broadcasting",0,631,9,"Thu May 22 09:43:36 +0000 2014"
469414506914123776,"NSomersetGreen","@PeterCranie Better late than never! If they haven't cast their ballot yet, there's still time for people to decide to #votegreen :)","polite","positive","engaging",0,1382,63,"Thu May 22 09:48:34 +0000 2014"
469414960054149120,"Rory_Palmer","@jameswjacobs Thanks James!","polite","positive","engaging",0,4625,1799,"Thu May 22 09:50:22 +0000 2014"
469415467665616896,"d_groundwater","Happy polling day. @JohannLamont @davidmartinmep @Coisty_OB out in Bishopbriggs #forthemany http://t.co/jvvUJdPH6R","polite","positive","broadcasting",0,546,1171,"Thu May 22 09:52:23 +0000 2014"
469415806171119616,"gavsuave","@cara_hilton @C_Stihler_MEP @davidmartinmep @Derek4Europe @scottishlabour are you sure you checked with your advisors before voting Cara?","polite","neutral","engaging",0,642,11593,"Thu May 22 09:53:44 +0000 2014"
469416253225193472,"DavidCoburnUKip","@OffencePolice Many thanks to you","polite","positive","engaging",0,18238,4565,"Thu May 22 09:55:30 +0000 2014"
469416307960872960,"IainMcGill","@KeithCockburn1 @IanDuncan2014 thanks Keith, appreciate it","polite","positive","engaging",0,5102,543,"Thu May 22 09:55:43 +0000 2014"
469416370678272000,"Adrian_Hilton",".@DanHannanMEP &lt;- ""..the active fellow in Europe""  @Conservatives","polite","neutral","engaging",0,2576,0,"Thu May 22 09:55:58 +0000 2014"
469416829052780544,"NSinclaireMEP","@Dan1Dowson oh thank you Dan, appreciated. Glad you enjoyed :-)","polite","positive","engaging",0,663,2307,"Thu May 22 09:57:48 +0000 2014"
469416834375376896,"maryhoneyball","@tomfillis Many thanks Thomas","polite","positive","engaging",0,7596,1145,"Thu May 22 09:57:49 +0000 2014"
469417084716609536,"therealslog","Good luck @Nigel_Farage not a UKipper, but u are being treated disgracefully by the politicised Establishment media. http://t.co/8PPoJ1AgjF","polite","positive","engaging",0,833,683,"Thu May 22 09:58:49 +0000 2014"
469417113904742400,"BrodickStreet","@nickgriffinmep @St_Helens_BNP 5 years ago bnp got 500+ votes in my ward.Gutted there was no bnp council candidate this time but bnp 4 euro.","polite","negative","engaging",0,997,70,"Thu May 22 09:58:55 +0000 2014"
469419442603298816,"julie4nw","Best of luck to our NW. #Labour candidates @TheresaG_EU  @cllrakhan  @wajid4europe @Angeliki4eu @PascaleLamb @SteveCarter001 @Parnellnick","polite","positive","broadcasting",0,14492,12426,"Thu May 22 10:08:11 +0000 2014"
469422493170954240,"sionsimon","I think #8, a long time ago now, was @TheDanWatson #VoteLabour #VoteLabourToday #countingbyselfie http://t.co/ZvKxUC6uq2","polite","neutral","broadcasting",0,10077,921,"Thu May 22 10:20:18 +0000 2014"
469423759267749888,"maryhoneyball","@cmichaels97 @ClaudeMoraesMEP @Lucy4MEP @SebDance @IvanaBartoletti @kamaljeet @Sanchia4 @biondi4europe Thanks Chris!","polite","positive","engaging",0,7596,1145,"Thu May 22 10:25:20 +0000 2014"
469423984891920384,"KatBoettge","@haydon2011 @EMGreenParty thanks ;-)","polite","positive","engaging",0,1595,713,"Thu May 22 10:26:14 +0000 2014"
469424282117083136,"philchell","@NSinclaireMEP ok I understand, thanks. Were you involved in any dodgy expense claims? Please be honest with me.","polite","neutral","engaging",0,401,141,"Thu May 22 10:27:24 +0000 2014"
469426660862070784,"ClaudeMoraesMEP","@Aminurahman thanks Aminur.","polite","positive","engaging",0,10921,1940,"Thu May 22 10:36:52 +0000 2014"
469426825903767552,"cllrtomhunt1","Final stop of the euro campaign in Old Harlow: http://t.co/QxKMTjnSBw","polite","neutral","broadcasting",0,2974,2971,"Thu May 22 10:37:31 +0000 2014"
469427871610847232,"PeterCranie","@davetaylor2112 thanks for the vote Dave and sorry to hear about your trouble. Perhaps @GinaDowding can email officers at the council to ask","polite","positive","engaging",0,3626,4623,"Thu May 22 10:41:40 +0000 2014"
469428708970074112,"aliciakennedy07","Thank you. You too. @LW4WM @LordRoyKennedy","polite","positive","engaging",0,2106,643,"Thu May 22 10:45:00 +0000 2014"
469428850175516672,"kirk_spence","@erasmus_east @JimAllister I also done him first too","polite","neutral","engaging",0,473,800,"Thu May 22 10:45:34 +0000 2014"
469429211674202112,"johnlanghamcom","@TimKirkhopeMEP   Good luck today, my postal votes was cast in good time. Those undecided, remember who is our LOCAL representative","polite","positive","engaging",0,22,35,"Thu May 22 10:47:00 +0000 2014"
469429541874991104,"B0THANSPY","@marcuschown @fleetstreetfox He's a plate faced right wing cunt","impolite","negative","engaging",0,1525,10852,"Thu May 22 10:48:19 +0000 2014"
469430249856696320,"ClaudeMoraesMEP","@PaddyBriggs thanks Paddy!","polite","positive","engaging",0,10921,1940,"Thu May 22 10:51:07 +0000 2014"
469430630099734528,"DugaldMacMillan","@IainMcGill Henrik?","polite","neutral","engaging",0,508,14944,"Thu May 22 10:52:38 +0000 2014"
469431882128830464,"LindaWoodings","Finding lots of ppl who #VoteLabour in  #Nottingham #EP2014 w/@GlenisWillmott @LilianGreenwood @Pat4Clifton http://t.co/1FabmFeJcC","polite","neutral","broadcasting",0,1575,1528,"Thu May 22 10:57:36 +0000 2014"
469432419456933888,"hashtageruk","@GoodallGiles if you don't they you get the figure! or a visit from the Police under the ""be nice to Janice and UKIP"" Act 2014","polite","negative","engaging",0,157,11,"Thu May 22 10:59:45 +0000 2014"
469433939728556032,"Jude_KD","@danjayjohnson we're on our way to you next :-)","polite","neutral","engaging",0,8773,6184,"Thu May 22 11:05:47 +0000 2014"
469433973819863040,"emilywestley","@Maidenheadlab @EuroLabour @AnnelieseDodds @JohnHowarth1958 @jamesswindy @FarahNazeer thank you","polite","positive","engaging",0,1861,1880,"Thu May 22 11:05:55 +0000 2014"
469435232866033664,"maryhoneyball","@Aminurahman @ClaudeMoraesMEP @Lucy4MEP @SebDance @IvanaBartoletti @kamaljeet @Sanchia4 @biondi4europe Thanks very much Aminur","polite","positive","engaging",0,127,0,"Thu May 22 11:10:55 +0000 2014"
469435489054097408,"NSinclaireMEP","@PaddyBriggs thanks Paddy, results are going to be very interesting indeed","polite","neutral","engaging",0,4121,1737,"Thu May 22 11:11:56 +0000 2014"
469436291223146496,"Rory_Palmer","@denoual85 at least you got to the polling station....","polite","negative","engaging",0,4625,1799,"Thu May 22 11:15:08 +0000 2014"
469436441660231680,"IainMcGill","@paullarkin74 you should put in for managers job, you'd win league easily","polite","neutral","engaging",0,5102,543,"Thu May 22 11:15:44 +0000 2014"
469436818300370944,"SgtReal","@Nigel_Farage the UK is speaking UKIP are in the lead come on UK remember twat Cameron","impolite","negative","engaging",0,9,37,"Thu May 22 11:17:13 +0000 2014"
469438342590115840,"IainMcGill","@DavidCoburnUKip @Kilsally how about I get all the votes today, you get them all tomorrow?","polite","neutral","engaging",0,5102,543,"Thu May 22 11:23:17 +0000 2014"
469439157522415616,"IainMcGill","@paullarkin74 these are the only boots for me these days! http://t.co/wEJofVOpRA","polite","neutral","engaging",0,5102,543,"Thu May 22 11:26:31 +0000 2014"
469439404139094016,"Green_Caroline","@alilomas you should! Every vote counts and we are the positive alternative. What are main issues for you?","polite","neutral","engaging",0,4997,633,"Thu May 22 11:27:30 +0000 2014"
469440435589767168,"billnewtondunn","@OscarFord1  Thanks for the report about broken links on my website. Those Chinese are hackers at it again. Bill","polite","neutral","engaging",0,1409,8,"Thu May 22 11:31:36 +0000 2014"
469442312444317696,"KatBoettge","@Tom_Sharman @TheGreenParty Thanks ;-)","polite","positive","engaging",0,1595,713,"Thu May 22 11:39:03 +0000 2014"
469443569653387264,"jackraffo","@TheresaG_EU so very proud of u, u fabulous human being u!!! http://t.co/a4HDhYF5oC","polite","positive","engaging",0,1108,1991,"Thu May 22 11:44:03 +0000 2014"
469443601504948224,"GinaDowding","RT @davetaylor2112: polling stn Birkdale Drive moved from an accessible place for blind people to an inaccessible one @PrestonCC @leponline","polite","neutral","broadcasting",0,1451,241,"Thu May 22 11:44:11 +0000 2014"
469444550671761408,"clouzot_alive","@paulnuttallukip Bloody civil war before 2020 We cannot support any more this mass immigration. It's a cancer. We must fight ! @UKIP","impolite","negative","engaging",0,2039,42757,"Thu May 22 11:47:57 +0000 2014"
469445618990346240,"simonjohnpowell","@brummytaff @SGMcatee @SidCordle you don't understand, Sid's imaginary friend says he's allowed to discriminate.","polite","negative","engaging",0,429,3351,"Thu May 22 11:52:12 +0000 2014"
469445677060481024,"WhyRedTapes","@DavidJo52951945 @JaniceUKIP that's you too","polite","neutral","engaging",0,88,621,"Thu May 22 11:52:25 +0000 2014"
469445757154893824,"antonyhook","@georgewpotter @GuildfordLibDem @catherinemep even if they don'r say so, research shows it makes a difference.","polite","neutral","engaging",0,2470,1194,"Thu May 22 11:52:45 +0000 2014"
469446927634165760,"LonGreenParty",".@GreenJeanMEP out at Stoke Newington -receiving fantastic feedback and support! http://t.co/i2KsxZ3POg","polite","positive","broadcasting",0,14319,10444,"Thu May 22 11:57:24 +0000 2014"
469447998779715584,"Electionopolis","RT @NicolaSturgeon Just voted @thesnp to send @TasminaSheikh to Europe and keep UKIP out of Scotland #EP2014 #voteSNP http://t.co/IWzsV66XBC","polite","neutral","broadcasting",0,1316,570,"Thu May 22 12:01:39 +0000 2014"
469448825317638144,"Green_DannyB","Good summary of Green MEP @GreenJeanMEP's work in her latest enews: http://t.co/owR7iXi7lQ #VoteGreen2014 #spaceforcycling @london_cycling","polite","positive","broadcasting",0,1454,850,"Thu May 22 12:04:56 +0000 2014"
469450248088453120,"Anothergreen","@littlerobbergrl thanks, really appreciate you supporting us, and get well soon.","polite","positive","engaging",0,29617,10949,"Thu May 22 12:10:35 +0000 2014"
469450878987272192,"GoodallGiles","@TomPirouet @catherinemep @antonyhook @DintiBatstone @LibDems Thanks Tom!","polite","positive","engaging",0,4027,10073,"Thu May 22 12:13:06 +0000 2014"
469451528986980352,"CronFlakes","@UKIP @Nigel_Farage I wonder how many votes you lost in London with it being on under the bottom fold on it's own","polite","neutral","engaging",0,126,1607,"Thu May 22 12:15:41 +0000 2014"
469451978805096448,"catherinemep","@crg121 Yes, Antony Hook is number 2","polite","neutral","engaging",0,14507,702,"Thu May 22 12:17:28 +0000 2014"
469452427327176704,"DianeDoddsMEP","In Tandragee with our fantastic candidate Gareth Wilson. In Cusher, vote Wilson and McClelland! http://t.co/uXvBRZgT7e","polite","positive","broadcasting",0,5406,174,"Thu May 22 12:19:15 +0000 2014"
469453159195496448,"dimpleGF","Animal Welfare Party, Trade: EU must promote amending t&amp;c's of WTO so that social values are a decisive factor for world trade","polite","neutral","broadcasting",0,121,50,"Thu May 22 12:22:09 +0000 2014"
469454282232963072,"SGMcatee","@SidCordle everyone is free. Private believes don't give you a right to enact public discrimination. As you do. Lots.","impolite","neutral","engaging",0,26,446,"Thu May 22 12:26:37 +0000 2014"
469454306085969920,"kevcow","@Tom_Bradley_CF thanks mate","polite","positive","engaging",0,1317,1374,"Thu May 22 12:26:43 +0000 2014"
469454640799813632,"Angel4theNorth","@TanCfield contact@angelika.org.uk","polite","neutral","engaging",0,707,287,"Thu May 22 12:28:03 +0000 2014"
469454832928301056,"Anothergreen",". @FreedomUKNow @SpursGirl_RW the elephant, maternity pay not hating #Roma band wagon","polite","neutral","engaging",0,37,2411,"Thu May 22 12:28:48 +0000 2014"
469454940453490688,"scottamylola","@beeunreal @george_ukip @JaniceUKIP well wisen up....","polite","neutral","engaging",0,6351,25439,"Thu May 22 12:29:14 +0000 2014"
469456512428294144,"magdagul","Voted #Green! We need political hope, and proportional rep in the EU elections means we might just get an MEP @PeterCranie #votegreen2014","polite","neutral","broadcasting",0,1107,128,"Thu May 22 12:35:29 +0000 2014"
469457420457373696,"euandavidson","@porcelain__cat it was bizarre ;)","polite","neutral","engaging",0,74,1131,"Thu May 22 12:39:05 +0000 2014"
469457505085423616,"SidCordle","@simonjohnpowell No,it's called sex education and is highly controversial The EU has stuck it's nose in and is trying to impose a curriculum","polite","neutral","engaging",0,1684,10,"Thu May 22 12:39:25 +0000 2014"
469458409105154048,"scottamylola","@beeunreal @UK_Awakening @Rebartic @george_ukip @JaniceUKIP never once stated what opinion you should have..simply that this is public arena","polite","neutral","engaging",0,6351,25439,"Thu May 22 12:43:01 +0000 2014"
469459900264099840,"beeunreal","@Rebartic @scottamylola @UK_Awakening @george_ukip @JaniceUKIP 'his country' lol. Endorsing a war for the profits of corporations, nice work","polite","negative","engaging",0,433,310,"Thu May 22 12:48:57 +0000 2014"
469460329244921856,"simonjohnpowell","@SidCordle @SGMcatee of course sex education should be taught, it's not controversial just because you don't like it.","polite","negative","engaging",0,355,58,"Thu May 22 12:50:39 +0000 2014"
469460629506785280,"antonyhook","Thanking Chris, one of our great volunteers in Eastbourne, part of Stephen Lloyd's great team! http://t.co/hq1F8Dr5s5","polite","positive","engaging",0,2470,1194,"Thu May 22 12:51:50 +0000 2014"
469460823900160000,"dimpleGF","Animal Welfare Party want European gh gas emissions to be reduced by 40% below the 1990 level in 2020, and 65% in 2030, CO2 neutral by 2050","polite","neutral","engaging",0,121,50,"Thu May 22 12:52:37 +0000 2014"
469462078382940160,"IainMcGill","The weather is not being kind to the oppositions A-Boards... http://t.co/SK2YlBNbeN","polite","neutral","broadcasting",0,5102,543,"Thu May 22 12:57:36 +0000 2014"
469462282456793088,"cw4t7abs","@RogTallbloke @DavidCoburnUKip UKIP politics is about spreading hate and finding old sold gits like yourself to get on political gravy train","impolite","negative","broadcasting",0,898,26536,"Thu May 22 12:58:24 +0000 2014"
469462892581244928,"Scugnizzo60","@beeunreal @scottamylola @UK_Awakening @Rebartic @george_ukip @JaniceUKIP and are welfare, overseas aid, EU contribution NHS, pensions, MPs","polite","neutral","engaging",0,789,17014,"Thu May 22 13:00:50 +0000 2014"
469463043366461440,"sibbuc","And now at a West Worcester polling station #conservatives @wmconservatives #voteconservative @DanSames @ddalton40 http://t.co/0wIp3PYHWM","polite","neutral","engaging",0,605,905,"Thu May 22 13:01:26 +0000 2014"
469463167496880128,"clarkie5151","@beeunreal @Rebartic @scottamylola @UK_Awakening @george_ukip @JaniceUKIP yeah because she was being abused , you can only take so much","polite","neutral","engaging",34,180,174,"Thu May 22 13:01:56 +0000 2014"
469463904905859072,"thornyissues","@britinfluence @richardhowitt Would that be the European foreign policy that requires a European Army to enforce it?","polite","neutral","engaging",0,7116,1825,"Thu May 22 13:04:51 +0000 2014"
469464236574638080,"beeunreal","@clarkie5151 @Rebartic @scottamylola @UK_Awakening @george_ukip @JaniceUKIP Unprofessional for someone representing a political party","polite","negative","engaging",0,433,310,"Thu May 22 13:06:10 +0000 2014"
469464285077594112,"beeunreal","@clarkie5151 @Rebartic @scottamylola @UK_Awakening @george_ukip @JaniceUKIP ABUSED lol","impolite","negative","engaging",0,433,310,"Thu May 22 13:06:22 +0000 2014"
469464897454358528,"scotlibdems","Phone banking continues at LibDem towers. You would expect us to say this, but plenty of support for .@georgelyonmep! http://t.co/6jaDPLYnPV","polite","neutral","engaging",0,10446,1384,"Thu May 22 13:08:48 +0000 2014"
469465999620976640,"beeunreal","@Rebartic @LoveMePlzJesus @clarkie5151 @scottamylola @UK_Awakening @george_ukip @JaniceUKIP You lot are proper jokers.","polite","positive","engaging",0,433,310,"Thu May 22 13:13:11 +0000 2014"
469466919884836864,"CharlesTannock","@RolandHogg @ConMEPs @MarinaMEP @SyedKamall many thanks!","polite","positive","engaging",0,7698,5473,"Thu May 22 13:16:50 +0000 2014"
469468341716152320,"truckindiesel","@Nigel_Farage can't get my vote in due to working away from home GOOD LUCK","polite","positive","engaging",0,247,84,"Thu May 22 13:22:29 +0000 2014"
469470884160618496,"kevcow","@EmzChalmers it's hectic- in knackered, but it's been worth it. Great people out there well worth it whatever happens.","polite","neutral","engaging",0,1317,1374,"Thu May 22 13:32:35 +0000 2014"
469471192488083456,"Juderobinson","@PlymouthLabour @UKLabour @ClareMMoody and very best of luck to our wonderful Plymouth Council candidates.","polite","positive","engaging",0,2183,365,"Thu May 22 13:33:49 +0000 2014"
469471593576792064,"MHarbuz","@beeunreal @scottamylola @Rebartic @george_ukip @JaniceUKIP i was joking     -_- of course I don't.","polite","neutral","engaging",0,134,2053,"Thu May 22 13:35:24 +0000 2014"
469471769649479680,"cernyw","@Juderobinson thanks assume you've voted, was it a hard choice ;-)","polite","positive","engaging",0,3076,3386,"Thu May 22 13:36:06 +0000 2014"
469473069992804352,"gregfawcus","@Nigel_Farage i know someone who thinks you're a joker","polite","negative","engaging",0,479,2570,"Thu May 22 13:41:16 +0000 2014"
469473950683377664,"violetavajda","@lewgreenparty I just did Broca near Brockley Station.","polite","neutral","engaging",0,406,711,"Thu May 22 13:44:46 +0000 2014"
469474102613639168,"majid4indy","Vote #TeamSNP @CStephenssnp @hudghtonmepSNP @AlynSmithMEP @TasminaSheikh @ToniGiugliano @StephenGethins @theSNP  #VoteSNP #keepUKIPout","polite","neutral","engaging",0,773,3418,"Thu May 22 13:45:23 +0000 2014"
469474708027891712,"markajon3s","#WhyImVotingUkip because anyone who swears at voters must be cool @JaniceUKIP","polite","negative","engaging",0,61,11,"Thu May 22 13:47:47 +0000 2014"
469475948250017792,"judge_joe","@andyburnhammp @Nigel_Farage http://t.co/hr6SWfFLNQ",NA,NA,NA,0,305,1050,"Thu May 22 13:52:43 +0000 2014"
469476741678120960,"UltoniaComms","@DioSalisbury @voterossbrown Lol! They're rounded figures, of course...","polite","neutral","engaging",0,262,3,"Thu May 22 13:55:52 +0000 2014"
469478950876745728,"Hugh_Annand","@mrchrisjohn In Europe it's different. Conservatives/Labour: Vicky Pollard. @LibDems: Kim &amp; Aggie. UKIP: Alf Garnett meets Wayne Slob.","polite","neutral","engaging",0,457,307,"Thu May 22 14:04:39 +0000 2014"
469480109079277568,"adamstevenson74","@AlynSmithMEP @CStephenssnp @ToniGiugliano @TasminaSheikh @StephenGethins @hudghtonmepSNP et all involved, good luck today!","polite","positive","engaging",0,411,409,"Thu May 22 14:09:15 +0000 2014"
469481873794945024,"FionaRadic","@PeterboroughCC @MoragIrving  ugh.  Any chance of doing it the following morning another year?  #overtime","polite","neutral","engaging",0,1110,2659,"Thu May 22 14:16:15 +0000 2014"
469481887161806848,"SidCordle","@brummytaff I take on the Muslims almost every week at speakers corner Read Mt 19:4f what Jesus said Man and woman are made to come together","polite","neutral","engaging",0,1579,5,"Thu May 22 14:16:19 +0000 2014"
469481958104629248,"McnabbTeddy","@Npton_Labour @GlenisWillmott must be on the honours list for going ""beyond the call of duty, #FreeMarineA","polite","neutral","engaging",0,4558,2392,"Thu May 22 14:16:36 +0000 2014"
469483226701250560,"LynchPanda25","Oh no not #UKIP @Nigel_Farage  http://t.co/lqToL6PlzG","polite","negative","broadcasting",0,260,77,"Thu May 22 14:21:38 +0000 2014"
469485384989442048,"IainMcGill","@dhothersall I'm not telling anyone what yours looks like... http://t.co/qIM84zldx7","polite","neutral","engaging",0,5102,543,"Thu May 22 14:30:13 +0000 2014"
469486834020790272,"NewEuropeans","@JillEvansMEP Still time to sign our pledge to engage with EU expats! Please twt your reply asap http://t.co/EDntv0L0pB","polite","neutral","engaging",0,47316,866,"Thu May 22 14:35:58 +0000 2014"
469486867352915968,"cllrstephenwest","@DannyMVHoward @NirjDeva Oh Daniel, don't be bitter because I had the courage of my convictions and refused to be bullied.  #UKIP","polite","neutral","engaging",0,5915,104,"Thu May 22 14:36:06 +0000 2014"
469488965431853056,"Andrews29John","@SuzanneEvans1 @Nigel_Farage hospital failings a way to free up hospital beds stop the flood gates on immigration vote UKIP #ukip","polite","neutral","engaging",0,88,599,"Thu May 22 14:44:26 +0000 2014"
469489711581790208,"SaffronSunsets","@allnutt_eu @firestronaut Aptly named then, if they're in lots of countries ;P","polite","neutral","engaging",0,373,6518,"Thu May 22 14:47:24 +0000 2014"
469490045981052928,"MargotLJParker","@patcoy Thanks Pat,for your support.","polite","positive","engaging",0,11139,3327,"Thu May 22 14:48:44 +0000 2014"
469490601281716224,"suzanneshine","@BXLSeanK Not surprising same language  #LegaNord","polite","neutral","engaging",0,5896,23922,"Thu May 22 14:50:56 +0000 2014"
469491617578356736,"beeunreal","@MHarbuz @scottamylola @george_ukip @JaniceUKIP Please re-read your own tweets, if that is not too difficult.","polite","negative","engaging",0,433,310,"Thu May 22 14:54:59 +0000 2014"
469493930812510208,"KatBoettge","@Sunth Danke :-)",NA,NA,NA,0,1595,713,"Thu May 22 15:04:10 +0000 2014"
469494570527760384,"KatBoettge","@YxxngHippie Great many thanks :-)","polite","positive","engaging",0,1595,713,"Thu May 22 15:06:43 +0000 2014"
469494613934612480,"davenellist","""@FlophouseFlip: Great to see @davenellist on my ballot paper #havevoted &gt;&gt; Thnx","polite","positive","engaging",0,12076,4896,"Thu May 22 15:06:53 +0000 2014"
469494683564265472,"KatBoettge","@CllrRMallender @GreenJeanMEP @GreenKeithMEP @PeterCranie @GreenRupertRead @Molly4Europe Thanks","polite","positive","engaging",0,1595,713,"Thu May 22 15:07:10 +0000 2014"
469494686420574208,"richardaeden","No @Nigel_Farage on #bbcqt tonight, but the #BBC has secured #UKIP's panto star @NeilUKIP instead","polite","neutral","broadcasting",0,2205,1103,"Thu May 22 15:07:10 +0000 2014"
469495376786227200,"kevinwarnes","Hmm, safety first!! Perhaps nobody wants these in their gardens? :) http://t.co/Pts67sKqun","polite","neutral","broadcasting",0,868,231,"Thu May 22 15:09:55 +0000 2014"
469497177279299584,"DavidjBurrows","@Angel4theNorth nick has done more U-turns than my wife has hairgrips","polite","neutral","engaging",0,1082,234,"Thu May 22 15:17:04 +0000 2014"
469498937976832000,"smexyaspie","@Nigel_Farage I feel like I'm being ignored. You haven't died yet. #nigelpls","impolite","negative","engaging",0,179,7904,"Thu May 22 15:24:04 +0000 2014"
469500359795552256,"mdryden1987","@nickgriffinmep Hi Nick, I am doing The Prior Park Marathon in my home town (7k) can I get a RT for good luck?","polite","neutral","engaging",0,480,560,"Thu May 22 15:29:43 +0000 2014"
469500645712867328,"PascaleLamb","@DamianBailey4 thank you! Hope you are well! X","polite","positive","engaging",0,541,4488,"Thu May 22 15:30:51 +0000 2014"
469500815711805440,"ChrisWhiteside3","@masonpoolestep3 If you are on the electoral register we posted literature to you which should have arrived more than a fortnight ago.","polite","neutral","engaging",0,587,3686,"Thu May 22 15:31:32 +0000 2014"
469501076480483328,"LorraChaplin","@DavidCoburnUKip Any support givn to u uv earnt.All can evidence themselves yr commitmnt &amp; loyalty to yr region.U cd of breezd safe seat Eng","polite","positive","engaging",0,3766,12130,"Thu May 22 15:32:34 +0000 2014"
469502677928640512,"danielrhamilton","@CharlesTannock @ggbenedetto @biondi4europe Forza Tannock!",NA,NA,NA,0,9052,6122,"Thu May 22 15:38:56 +0000 2014"
469502907063500800,"vickyford","“@ARUKnews: @vickyford Looking forward to the results of the EU elections.  Thanks for your support for medical research #EU4Research”thanks","polite","positive","engaging",0,8051,3581,"Thu May 22 15:39:50 +0000 2014"
469503183275175936,"vickyford","@ARUKnews thank you for your message - hope to be able to do more to help you.","polite","positive","engaging",0,8051,3581,"Thu May 22 15:40:56 +0000 2014"
469504612211630080,"KeithBrownMSP","@PaulTogneri @tasminasheikh Would that be an 'underground' group? Campaigning covertly? Sorry, I'll get my coat.","polite","neutral","engaging",0,13690,220,"Thu May 22 15:46:37 +0000 2014"
469504941351251968,"JimmyThePie","Just voted for @TasminaSheikh @theSNP   Roll on 18th September  #VoteYesScotland","polite","neutral","broadcasting",0,1259,4383,"Thu May 22 15:47:55 +0000 2014"
469507561499418624,"CandiChetwynd","Thinking of my MEP and Councillor Candidate friends @OlwenHamer @gareth_snell @Kyle_Robinson22 @RobertJ_Wallace @ @sionsimon #labourdoorstep","polite","neutral","broadcasting",0,635,555,"Thu May 22 15:58:20 +0000 2014"
469508328935424000,"SarahLudfordMEP","@hmmcdougall: many thanks to you Harriet, (and to Lucy!), Sarah. @paddyashdown @Lucy_Watt @LibDems","polite","positive","engaging",0,8547,4164,"Thu May 22 16:01:23 +0000 2014"
469512192375939072,"IainMcGill","@GHmltn @dhothersall correct ones are doing fine. Especially the blue correx! http://t.co/H5UqtCrANy","polite","neutral","engaging",0,5102,543,"Thu May 22 16:16:44 +0000 2014"
469513408321437696,"Green_DannyB","@KatBoettge @LeicsGreenParty @CllrRMallender @Sue_Mallender @NottsYGreens @DerbysGreens no, 'Green Party' and #VoteGreen2014 - when I sent","polite","neutral","engaging",0,1454,850,"Thu May 22 16:21:34 +0000 2014"
469514048238018560,"PunishmentKing","@LordCucan @DanHannanMEP @MadameCandelari Won't SOMEBODY think of the #Children?","polite","negative","engaging",0,52,102,"Thu May 22 16:24:06 +0000 2014"
469514421103243264,"gwalkden","@BRPimages @pony_express_ We don't have the resources to send out leaflets to everyone... And sometimes the media ignore us. :(","polite","neutral","engaging",0,707,235,"Thu May 22 16:25:35 +0000 2014"
469514520608931840,"voterossbrown","Latest stop Knock polling station! http://t.co/5yfuLQp9E0","polite","neutral","broadcasting",0,4215,2555,"Thu May 22 16:25:59 +0000 2014"
469514654688231424,"sionsimon","Now leading the charge, Pam is phone banker #26 #VoteLabourToday #countingbyselfie http://t.co/GXGdzgnnCu","polite","neutral","broadcasting",0,10077,921,"Thu May 22 16:26:31 +0000 2014"
469515756544483328,"catherinemep","@secret_ledger @Simon_Hemsley @lee_alley Usually trade organisations, CBI, BCC, NFU etc or NGOs like WWF, BI, HRW etc","polite","neutral","engaging",0,14507,702,"Thu May 22 16:30:54 +0000 2014"
469516079866605568,"PascaleLamb","@brianinbelgium thank you! Hope you are well? How's it going in bxls? X","polite","positive","engaging",0,536,102,"Thu May 22 16:32:11 +0000 2014"
469516092738920448,"Domestic_Angels","@juliegirling how's your day going?","polite","neutral","engaging",0,726,1932,"Thu May 22 16:32:14 +0000 2014"
469517053850685440,"vickyford","I posted a new photo to Facebook http://t.co/PG5onj4dBM",NA,NA,NA,0,8051,3581,"Thu May 22 16:36:03 +0000 2014"
469519485570146304,"Neil_Christian","@IMLONDONG @CllrDaveMurphy liking the libdem the signs in the window.","polite","positive","engaging",0,878,1083,"Thu May 22 16:45:43 +0000 2014"
469520144826662912,"antonyhook","@bcomininvisible @AstonMannerings @LibDems @catherinemep very different.  We're the party of IN, they want to put membership at risk.","polite","neutral","engaging",0,2470,1194,"Thu May 22 16:48:20 +0000 2014"
469521345781714944,"ToniGiugliano","@18SEPT2014 @TasminaSheikh That's normal yes","polite","neutral","engaging",0,5673,3495,"Thu May 22 16:53:06 +0000 2014"
469522887989542912,"BoilerMad","@Nigel_Farage @UKIP I have just been back to my polling station, they are not following rules &amp; unfolding ballots, I have taken their names","polite","neutral","engaging",0,256,867,"Thu May 22 16:59:14 +0000 2014"
469523682189402112,"AlanBullion","Obstruction on the line between Sevenoaks and Tonbridge. Oh joy unbridled!","polite","neutral","broadcasting",0,2808,12023,"Thu May 22 17:02:23 +0000 2014"
469524111509946368,"stevecavalier","A Dim Sgrwtsch to wish good luck to @JBryantWales &amp; @welshlabour candidates http://t.co/tMqRNXwWxB","polite","positive","broadcasting",0,1450,510,"Thu May 22 17:04:06 +0000 2014"
469525334648684544,"FloTom","@DavidCoburnUKip That's a strange graph Lab on a downward trajectory for 15 years and then suddenly rising?  @Sun_Politics","polite","neutral","engaging",0,789,10,"Thu May 22 17:08:57 +0000 2014"
